2021-04-09 10:41:19.032099 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032381 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032506 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032625 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032740 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.032850 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.032964 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033074 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033185 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033294 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033402 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033510 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033619 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033727 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.033839 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.033972 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.034083 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.034193 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:41:19.034303 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populating workers...
2021-04-09 10:41:19.034412 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] Populated
2021-04-09 10:42:16.080653 CEST | Iteration                    28
2021-04-09 10:42:16.080794 CEST | AverageDiscountedReturn     509.069
2021-04-09 10:42:16.080935 CEST | AverageReturn               801.848
2021-04-09 10:42:16.081078 CEST | ExplainedVariance             0.941153
2021-04-09 10:42:16.081217 CEST | NumTrajs                      5
2021-04-09 10:42:16.081357 CEST | Entropy                       1.30014
2021-04-09 10:42:16.081498 CEST | Perplexity                    3.66979
2021-04-09 10:42:16.081637 CEST | StdReturn                   395.934
2021-04-09 10:42:16.081779 CEST | MaxReturn                   999.877
2021-04-09 10:42:16.081951 CEST | MinReturn                     9.97995
2021-04-09 10:42:16.082093 CEST | Iteration                    28
2021-04-09 10:42:16.082234 CEST | AverageDiscountedReturn     633.865
2021-04-09 10:42:16.082377 CEST | AverageReturn               999.843
2021-04-09 10:42:16.082518 CEST | ExplainedVariance             0.993572
2021-04-09 10:42:16.082660 CEST | NumTrajs                      4
2021-04-09 10:42:16.082803 CEST | Entropy                       1.30014
2021-04-09 10:42:16.082944 CEST | Perplexity                    3.66979
2021-04-09 10:42:16.083086 CEST | StdReturn                     0.0214276
2021-04-09 10:42:16.083230 CEST | MaxReturn                   999.875
2021-04-09 10:42:16.083369 CEST | MinReturn                   999.823
2021-04-09 10:42:16.083509 CEST | Iteration                    28
2021-04-09 10:42:16.083651 CEST | AverageDiscountedReturn     633.841
2021-04-09 10:42:16.083793 CEST | AverageReturn               999.815
2021-04-09 10:42:16.083932 CEST | ExplainedVariance             0.999999
2021-04-09 10:42:16.084073 CEST | NumTrajs                      4
2021-04-09 10:42:16.084214 CEST | Entropy                       1.30014
2021-04-09 10:42:16.084355 CEST | Perplexity                    3.66979
2021-04-09 10:42:16.084496 CEST | StdReturn                     0.0352624
2021-04-09 10:42:16.084637 CEST | MaxReturn                   999.852
2021-04-09 10:42:16.084777 CEST | MinReturn                   999.777
2021-04-09 10:42:16.084918 CEST | Iteration                    28
2021-04-09 10:42:16.085062 CEST | AverageDiscountedReturn     633.873
2021-04-09 10:42:16.085204 CEST | AverageReturn               999.849
2021-04-09 10:42:16.085346 CEST | ExplainedVariance             1
2021-04-09 10:42:16.085487 CEST | NumTrajs                      4
2021-04-09 10:42:16.085628 CEST | Entropy                       1.30014
2021-04-09 10:42:16.085770 CEST | Perplexity                    3.66979
2021-04-09 10:42:16.085938 CEST | StdReturn                     0.0134891
2021-04-09 10:42:16.086084 CEST | MaxReturn                   999.864
2021-04-09 10:42:16.086239 CEST | MinReturn                   999.829
2021-04-09 10:42:16.086386 CEST | Iteration                    28
2021-04-09 10:42:16.086528 CEST | AverageDiscountedReturn     633.826
2021-04-09 10:42:16.086669 CEST | AverageReturn               999.794
2021-04-09 10:42:16.086810 CEST | ExplainedVariance             1
2021-04-09 10:42:16.086952 CEST | NumTrajs                      4
2021-04-09 10:42:16.087092 CEST | Entropy                       1.30014
2021-04-09 10:42:16.087234 CEST | Perplexity                    3.66979
2021-04-09 10:42:16.087375 CEST | StdReturn                     0.0304785
2021-04-09 10:42:16.087517 CEST | MaxReturn                   999.845
2021-04-09 10:42:16.087657 CEST | MinReturn                   999.769
2021-04-09 10:42:16.087804 CEST | Iteration                    28
2021-04-09 10:42:16.087945 CEST | AverageDiscountedReturn     633.835
2021-04-09 10:42:16.088087 CEST | AverageReturn               999.798
2021-04-09 10:42:16.088231 CEST | ExplainedVariance             0.999996
2021-04-09 10:42:16.088373 CEST | NumTrajs                      4
2021-04-09 10:42:16.088514 CEST | Entropy                       1.30014
2021-04-09 10:42:16.088656 CEST | Perplexity                    3.66979
2021-04-09 10:42:16.088798 CEST | StdReturn                     0.0550828
2021-04-09 10:42:16.088942 CEST | MaxReturn                   999.869
2021-04-09 10:42:16.089083 CEST | MinReturn                   999.714
2021-04-09 10:42:16.089226 CEST | Iteration                    28
2021-04-09 10:42:16.089372 CEST | AverageDiscountedReturn     633.829
2021-04-09 10:42:16.089513 CEST | AverageReturn               999.797
2021-04-09 10:42:16.089660 CEST | ExplainedVariance             1
2021-04-09 10:42:16.089806 CEST | NumTrajs                      4
2021-04-09 10:42:16.089987 CEST | Entropy                       1.30014
2021-04-09 10:42:16.090135 CEST | Perplexity                    3.66979
2021-04-09 10:42:16.090277 CEST | StdReturn                     0.0279815
2021-04-09 10:42:16.090424 CEST | MaxReturn                   999.842
2021-04-09 10:42:16.090566 CEST | MinReturn                   999.767
2021-04-09 10:42:16.090709 CEST | AveragePolicyStd              0.887983
2021-04-09 10:42:16.090852 CEST | AveragePolicyStd              0.887983
2021-04-09 10:42:16.090993 CEST | AveragePolicyStd              0.887983
2021-04-09 10:42:16.091136 CEST | AveragePolicyStd              0.887983
2021-04-09 10:42:16.091280 CEST | AveragePolicyStd              0.887983
2021-04-09 10:42:16.091422 CEST | AveragePolicyStd              0.887983
2021-04-09 10:42:16.091564 CEST | AveragePolicyStd              0.887983
2021-04-09 10:42:16.091707 CEST | AveragePolicyStd              0.887983
2021-04-09 10:42:16.091850 CEST | AveragePolicyStd              0.887983
2021-04-09 10:42:16.091992 CEST | AveragePolicyStd              0.887983
2021-04-09 10:42:16.092133 CEST | Iteration                    29
2021-04-09 10:42:16.092275 CEST | AverageDiscountedReturn     633.81
2021-04-09 10:42:16.092416 CEST | AverageReturn               999.773
2021-04-09 10:42:16.092558 CEST | ExplainedVariance             0.999996
2021-04-09 10:42:16.092698 CEST | NumTrajs                      4
2021-04-09 10:42:16.092838 CEST | Entropy                       1.29951
2021-04-09 10:42:16.092979 CEST | Perplexity                    3.66749
2021-04-09 10:42:16.093121 CEST | StdReturn                     0.0759823
2021-04-09 10:42:16.093261 CEST | MaxReturn                   999.858
2021-04-09 10:42:16.093401 CEST | MinReturn                   999.695
2021-04-09 10:42:16.093545 CEST | Iteration                    29
2021-04-09 10:42:16.093686 CEST | AverageDiscountedReturn     633.845
2021-04-09 10:42:16.093827 CEST | AverageReturn               999.819
2021-04-09 10:42:16.093984 CEST | ExplainedVariance             1
2021-04-09 10:42:16.094127 CEST | NumTrajs                      4
2021-04-09 10:42:16.094268 CEST | Entropy                       1.29951
2021-04-09 10:42:16.094412 CEST | Perplexity                    3.66749
2021-04-09 10:42:16.094564 CEST | StdReturn                     0.0248899
2021-04-09 10:42:16.094708 CEST | MaxReturn                   999.857
2021-04-09 10:42:16.094850 CEST | MinReturn                   999.787
2021-04-09 10:42:16.094993 CEST | Iteration                    29
2021-04-09 10:42:16.095133 CEST | AverageDiscountedReturn     633.879
2021-04-09 10:42:16.095273 CEST | AverageReturn               999.861
2021-04-09 10:42:16.095417 CEST | ExplainedVariance             0.999999
2021-04-09 10:42:16.095559 CEST | NumTrajs                      4
2021-04-09 10:42:16.095701 CEST | Entropy                       1.29951
2021-04-09 10:42:16.095844 CEST | Perplexity                    3.66749
2021-04-09 10:42:16.095985 CEST | StdReturn                     0.0114969
2021-04-09 10:42:16.096126 CEST | MaxReturn                   999.875
2021-04-09 10:42:16.096267 CEST | MinReturn                   999.846
2021-04-09 10:42:16.096409 CEST | Iteration                    29
2021-04-09 10:42:16.096551 CEST | AverageDiscountedReturn     509.059
2021-04-09 10:42:16.096693 CEST | AverageReturn               801.834
2021-04-09 10:42:16.096837 CEST | ExplainedVariance             0.941178
2021-04-09 10:42:16.096982 CEST | NumTrajs                      5
2021-04-09 10:42:16.097123 CEST | Entropy                       1.29951
2021-04-09 10:42:16.097265 CEST | Perplexity                    3.66749
2021-04-09 10:42:16.097408 CEST | StdReturn                   395.927
2021-04-09 10:42:16.097549 CEST | MaxReturn                   999.847
2021-04-09 10:42:16.097691 CEST | MinReturn                     9.97941
2021-04-09 10:42:16.097833 CEST | Iteration                    29
2021-04-09 10:42:16.098006 CEST | AverageDiscountedReturn     507.067
2021-04-09 10:42:16.098150 CEST | AverageReturn               799.844
2021-04-09 10:42:16.098294 CEST | ExplainedVariance             0.963207
2021-04-09 10:42:16.098434 CEST | NumTrajs                      5
2021-04-09 10:42:16.098578 CEST | Entropy                       1.29951
2021-04-09 10:42:16.098719 CEST | Perplexity                    3.66749
2021-04-09 10:42:16.098862 CEST | StdReturn                   399.922
2021-04-09 10:42:16.099002 CEST | MaxReturn                   999.867
2021-04-09 10:42:16.099143 CEST | MinReturn                     0
2021-04-09 10:42:16.099286 CEST | Iteration                    29
2021-04-09 10:42:16.099428 CEST | AverageDiscountedReturn     633.846
2021-04-09 10:42:16.099569 CEST | AverageReturn               999.822
2021-04-09 10:42:16.099709 CEST | ExplainedVariance             0.986765
2021-04-09 10:42:16.099851 CEST | NumTrajs                      4
2021-04-09 10:42:16.099993 CEST | Entropy                       1.29951
2021-04-09 10:42:16.100135 CEST | Perplexity                    3.66749
2021-04-09 10:42:16.100275 CEST | StdReturn                     0.033929
2021-04-09 10:42:16.100416 CEST | MaxReturn                   999.867
2021-04-09 10:42:16.100556 CEST | MinReturn                   999.778
2021-04-09 10:42:16.100696 CEST | Iteration                    29
2021-04-09 10:42:16.100836 CEST | AverageDiscountedReturn     507.048
2021-04-09 10:42:16.100977 CEST | AverageReturn               799.813
2021-04-09 10:42:16.101119 CEST | ExplainedVariance             0.96955
2021-04-09 10:42:16.101260 CEST | NumTrajs                      5
2021-04-09 10:42:16.101401 CEST | Entropy                       1.29951
2021-04-09 10:42:16.101542 CEST | Perplexity                    3.66749
2021-04-09 10:42:16.101682 CEST | StdReturn                   399.906
2021-04-09 10:42:16.101821 CEST | MaxReturn                   999.819
2021-04-09 10:42:16.101975 CEST | MinReturn                     0
2021-04-09 10:42:16.102116 CEST | Iteration                    29
2021-04-09 10:42:16.102254 CEST | AverageDiscountedReturn     633.863
2021-04-09 10:42:16.102396 CEST | AverageReturn               999.843
2021-04-09 10:42:16.102536 CEST | ExplainedVariance             0.993718
2021-04-09 10:42:16.102678 CEST | NumTrajs                      4
2021-04-09 10:42:16.102817 CEST | Entropy                       1.29951
2021-04-09 10:42:16.102971 CEST | Perplexity                    3.66749
2021-04-09 10:42:16.103115 CEST | StdReturn                     0.0284848
2021-04-09 10:42:16.103257 CEST | MaxReturn                   999.879
2021-04-09 10:42:16.103398 CEST | MinReturn                   999.805
2021-04-09 10:42:16.103538 CEST | Iteration                    29
2021-04-09 10:42:16.103680 CEST | AverageDiscountedReturn     507.08
2021-04-09 10:42:16.103824 CEST | AverageReturn               799.859
2021-04-09 10:42:16.103967 CEST | ExplainedVariance             0.969547
2021-04-09 10:42:16.104110 CEST | NumTrajs                      5
2021-04-09 10:42:16.104252 CEST | Entropy                       1.29951
2021-04-09 10:42:16.104392 CEST | Perplexity                    3.66749
2021-04-09 10:42:16.104534 CEST | StdReturn                   399.929
2021-04-09 10:42:16.104676 CEST | MaxReturn                   999.857
2021-04-09 10:42:16.104816 CEST | MinReturn                     0
2021-04-09 10:42:16.104957 CEST | Iteration                    29
2021-04-09 10:42:16.105099 CEST | AverageDiscountedReturn     507.087
2021-04-09 10:42:16.105240 CEST | AverageReturn               799.868
2021-04-09 10:42:16.105382 CEST | ExplainedVariance             0.970186
2021-04-09 10:42:16.105522 CEST | NumTrajs                      5
2021-04-09 10:42:16.105665 CEST | Entropy                       1.29951
2021-04-09 10:42:16.105810 CEST | Perplexity                    3.66749
2021-04-09 10:42:16.105967 CEST | StdReturn                   399.934
2021-04-09 10:42:16.106110 CEST | MaxReturn                   999.88
2021-04-09 10:42:16.106254 CEST | MinReturn                     0
2021-04-09 10:42:16.106395 CEST | AveragePolicyStd              0.887424
2021-04-09 10:42:16.106538 CEST | AveragePolicyStd              0.887424
2021-04-09 10:42:16.106679 CEST | AveragePolicyStd              0.887424
2021-04-09 10:42:16.106820 CEST | AveragePolicyStd              0.887424
2021-04-09 10:42:16.106961 CEST | AveragePolicyStd              0.887424
2021-04-09 10:42:16.107102 CEST | AveragePolicyStd              0.887424
2021-04-09 10:42:16.107244 CEST | AveragePolicyStd              0.887424
2021-04-09 10:42:16.107387 CEST | AveragePolicyStd              0.887424
2021-04-09 10:42:16.107531 CEST | AveragePolicyStd              0.887424
2021-04-09 10:42:16.107672 CEST | AveragePolicyStd              0.887424
2021-04-09 10:42:16.107815 CEST | Iteration                    30
2021-04-09 10:42:16.107959 CEST | AverageDiscountedReturn     633.861
2021-04-09 10:42:16.108101 CEST | AverageReturn               999.837
2021-04-09 10:42:16.108244 CEST | ExplainedVariance             0.997716
2021-04-09 10:42:16.108386 CEST | NumTrajs                      4
2021-04-09 10:42:16.108531 CEST | Entropy                       1.3005
2021-04-09 10:42:16.108674 CEST | Perplexity                    3.67113
2021-04-09 10:42:16.108817 CEST | StdReturn                     0.0312358
2021-04-09 10:42:16.108959 CEST | MaxReturn                   999.89
2021-04-09 10:42:16.109104 CEST | MinReturn                   999.812
2021-04-09 10:42:16.109245 CEST | Iteration                    30
2021-04-09 10:42:16.109386 CEST | AverageDiscountedReturn     633.827
2021-04-09 10:42:16.109530 CEST | AverageReturn               999.793
2021-04-09 10:42:16.109674 CEST | ExplainedVariance             0.999998
2021-04-09 10:42:16.109819 CEST | NumTrajs                      4
2021-04-09 10:42:16.109994 CEST | Entropy                       1.3005
2021-04-09 10:42:16.110140 CEST | Perplexity                    3.67113
2021-04-09 10:42:16.110287 CEST | StdReturn                     0.0759887
2021-04-09 10:42:16.110432 CEST | MaxReturn                   999.854
2021-04-09 10:42:16.110577 CEST | MinReturn                   999.663
2021-04-09 10:42:16.110723 CEST | Iteration                    30
2021-04-09 10:42:16.110869 CEST | AverageDiscountedReturn     633.866
2021-04-09 10:42:16.111014 CEST | AverageReturn               999.848
2021-04-09 10:42:16.111157 CEST | ExplainedVariance             1
2021-04-09 10:42:16.111316 CEST | NumTrajs                      4
2021-04-09 10:42:16.111462 CEST | Entropy                       1.3005
2021-04-09 10:42:16.111607 CEST | Perplexity                    3.67113
2021-04-09 10:42:16.111751 CEST | StdReturn                     0.0217132
2021-04-09 10:42:16.111895 CEST | MaxReturn                   999.867
2021-04-09 10:42:16.112041 CEST | MinReturn                   999.813
2021-04-09 10:42:16.112183 CEST | Iteration                    30
2021-04-09 10:42:16.112323 CEST | AverageDiscountedReturn     507.077
2021-04-09 10:42:16.112468 CEST | AverageReturn               799.853
2021-04-09 10:42:16.112611 CEST | ExplainedVariance             0.969553
2021-04-09 10:42:16.112756 CEST | NumTrajs                      5
2021-04-09 10:42:16.112900 CEST | Entropy                       1.3005
2021-04-09 10:42:16.113044 CEST | Perplexity                    3.67113
2021-04-09 10:42:16.113189 CEST | StdReturn                   399.927
2021-04-09 10:42:16.113333 CEST | MaxReturn                   999.854
2021-04-09 10:42:16.113476 CEST | MinReturn                     0
2021-04-09 10:42:16.113622 CEST | Iteration                    30
2021-04-09 10:42:16.113765 CEST | AverageDiscountedReturn     509.071
2021-04-09 10:42:16.113933 CEST | AverageReturn               801.849
2021-04-09 10:42:16.114076 CEST | ExplainedVariance             0.940217
2021-04-09 10:42:16.114220 CEST | NumTrajs                      5
2021-04-09 10:42:16.114363 CEST | Entropy                       1.3005
2021-04-09 10:42:16.114505 CEST | Perplexity                    3.67113
2021-04-09 10:42:16.114648 CEST | StdReturn                   395.934
2021-04-09 10:42:16.114792 CEST | MaxReturn                   999.878
2021-04-09 10:42:16.114935 CEST | MinReturn                     9.98089
2021-04-09 10:42:16.115078 CEST | Iteration                    30
2021-04-09 10:42:16.115221 CEST | AverageDiscountedReturn     633.857
2021-04-09 10:42:16.115364 CEST | AverageReturn               999.829
2021-04-09 10:42:16.115507 CEST | ExplainedVariance             0.991973
2021-04-09 10:42:16.115650 CEST | NumTrajs                      4
2021-04-09 10:42:16.115798 CEST | Entropy                       1.3005
2021-04-09 10:42:16.115942 CEST | Perplexity                    3.67113
2021-04-09 10:42:16.116085 CEST | StdReturn                     0.0296133
2021-04-09 10:42:16.116230 CEST | MaxReturn                   999.879
2021-04-09 10:42:16.116374 CEST | MinReturn                   999.805
2021-04-09 10:42:16.116516 CEST | Iteration                    30
2021-04-09 10:42:16.116662 CEST | AverageDiscountedReturn     633.871
2021-04-09 10:42:16.116805 CEST | AverageReturn               999.849
2021-04-09 10:42:16.116948 CEST | ExplainedVariance             0.999999
2021-04-09 10:42:16.117095 CEST | NumTrajs                      4
2021-04-09 10:42:16.117240 CEST | Entropy                       1.3005
2021-04-09 10:42:16.117384 CEST | Perplexity                    3.67113
2021-04-09 10:42:16.117531 CEST | StdReturn                     0.0418244
2021-04-09 10:42:16.117679 CEST | MaxReturn                   999.886
2021-04-09 10:42:16.117825 CEST | MinReturn                   999.779
2021-04-09 10:42:16.117985 CEST | Iteration                    30
2021-04-09 10:42:16.118131 CEST | AverageDiscountedReturn     633.869
2021-04-09 10:42:16.118277 CEST | AverageReturn               999.845
2021-04-09 10:42:16.118420 CEST | ExplainedVariance             0.999999
2021-04-09 10:42:16.118563 CEST | NumTrajs                      4
2021-04-09 10:42:16.118707 CEST | Entropy                       1.3005
2021-04-09 10:42:16.118851 CEST | Perplexity                    3.67113
2021-04-09 10:42:16.118994 CEST | StdReturn                     0.0233656
2021-04-09 10:42:16.119138 CEST | MaxReturn                   999.861
2021-04-09 10:42:16.119282 CEST | MinReturn                   999.805
2021-04-09 10:42:16.119426 CEST | Iteration                    30
2021-04-09 10:42:16.119571 CEST | AverageDiscountedReturn     633.859
2021-04-09 10:42:16.119727 CEST | AverageReturn               999.843
2021-04-09 10:42:16.119872 CEST | ExplainedVariance             0.999999
2021-04-09 10:42:16.120017 CEST | NumTrajs                      4
2021-04-09 10:42:16.120160 CEST | Entropy                       1.3005
2021-04-09 10:42:16.120302 CEST | Perplexity                    3.67113
2021-04-09 10:42:16.120445 CEST | StdReturn                     0.0361756
2021-04-09 10:42:16.120587 CEST | MaxReturn                   999.895
2021-04-09 10:42:16.120731 CEST | MinReturn                   999.793
2021-04-09 10:42:16.120876 CEST | Iteration                    30
2021-04-09 10:42:16.121018 CEST | AverageDiscountedReturn     633.882
2021-04-09 10:42:16.121162 CEST | AverageReturn               999.862
2021-04-09 10:42:16.121305 CEST | ExplainedVariance             0.999999
2021-04-09 10:42:16.121446 CEST | NumTrajs                      4
2021-04-09 10:42:16.121590 CEST | Entropy                       1.3005
2021-04-09 10:42:16.121731 CEST | Perplexity                    3.67113
2021-04-09 10:42:16.121901 CEST | StdReturn                     0.0225045
2021-04-09 10:42:16.122050 CEST | MaxReturn                   999.894
2021-04-09 10:42:16.122195 CEST | MinReturn                   999.84
2021-04-09 10:42:16.122337 CEST | AveragePolicyStd              0.888306
2021-04-09 10:42:16.122481 CEST | AveragePolicyStd              0.888306
2021-04-09 10:42:16.122625 CEST | AveragePolicyStd              0.888306
2021-04-09 10:42:16.122766 CEST | AveragePolicyStd              0.888306
2021-04-09 10:42:16.122909 CEST | AveragePolicyStd              0.888306
2021-04-09 10:42:16.123056 CEST | AveragePolicyStd              0.888306
2021-04-09 10:42:16.123198 CEST | AveragePolicyStd              0.888306
2021-04-09 10:42:16.123341 CEST | AveragePolicyStd              0.888306
2021-04-09 10:42:16.123485 CEST | AveragePolicyStd              0.888306
2021-04-09 10:42:16.123627 CEST | AveragePolicyStd              0.888306
2021-04-09 10:42:16.123771 CEST | TransfBits               302880
2021-04-09 10:42:16.123914 CEST | TotalAverageReturn          603.912
2021-04-09 10:42:16.124057 CEST | -----------------------  --------------
2021-04-09 10:42:17.608915 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitting baseline...
2021-04-09 10:42:17.609672 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitted
2021-04-09 10:42:17.610915 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitting baseline...
2021-04-09 10:42:17.611493 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitted
2021-04-09 10:42:17.612650 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitting baseline...
2021-04-09 10:42:17.613193 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitted
2021-04-09 10:42:17.614369 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitting baseline...
2021-04-09 10:42:17.615022 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitted
2021-04-09 10:42:17.616111 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitting baseline...
2021-04-09 10:42:17.616638 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitted
2021-04-09 10:42:17.617572 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitting baseline...
2021-04-09 10:42:17.618073 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitted
2021-04-09 10:42:17.619176 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitting baseline...
2021-04-09 10:42:17.619765 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitted
2021-04-09 10:42:17.620802 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitting baseline...
2021-04-09 10:42:17.621320 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitted
2021-04-09 10:42:17.622427 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitting baseline...
2021-04-09 10:42:17.623117 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitted
2021-04-09 10:42:17.624154 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitting baseline...
2021-04-09 10:42:17.624675 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #31 | fitted
2021-04-09 10:42:19.347674 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitting baseline...
2021-04-09 10:42:19.348328 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitted
2021-04-09 10:42:19.349339 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitting baseline...
2021-04-09 10:42:19.349809 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitted
2021-04-09 10:42:19.350862 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitting baseline...
2021-04-09 10:42:19.351458 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitted
2021-04-09 10:42:19.352563 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitting baseline...
2021-04-09 10:42:19.353156 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitted
2021-04-09 10:42:19.354346 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitting baseline...
2021-04-09 10:42:19.354870 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitted
2021-04-09 10:42:19.355769 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitting baseline...
2021-04-09 10:42:19.356263 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitted
2021-04-09 10:42:19.357259 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitting baseline...
2021-04-09 10:42:19.357758 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitted
2021-04-09 10:42:19.358777 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitting baseline...
2021-04-09 10:42:19.359286 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitted
2021-04-09 10:42:19.360246 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitting baseline...
2021-04-09 10:42:19.360707 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitted
2021-04-09 10:42:19.361653 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitting baseline...
2021-04-09 10:42:19.362121 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #32 | fitted
2021-04-09 10:42:20.861536 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #33 | fitting baseline...
2021-04-09 10:42:20.862145 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #33 | fitted
2021-04-09 10:42:20.863136 CEST | [multi_agent_per_av_returns_part_bits_rep_2021_04_09_10_16_24_0017] itr #33 | fitting baseline...
